prompt_index,model,score,prompt,image_url
72,nb2,22.35621452331543,"a photo of the woman in this image shot on a 24mm wide angle lens in a small apartment kitchen, slight barrel distortion stretching the edges, the full room visible including a fridge covered in magnets, a small dining table, and a window above the sink",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbpzrb2kbbx6yh96pa5828.png
73,nb2,23.570390701293945,"a photo of the woman in this image shot on Kodak Portra 400 film with visible grain and slightly muted warm tones, standing in front of a vintage gas station with old pumps and a faded sign, a dusty pickup truck parked beside them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbq3gvbq4xnpgj1r58r143.png
74,nb2,23.051387786865234,"a photo of the woman in this image taken with an extreme fisheye lens creating a circular distorted image, standing in the middle of an empty basketball court, the hoop and backboard curving dramatically overhead, the entire court visible in the warped frame",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqay1k42xxagzjb20fnyb.png
75,nb2,24.016727447509766,"a polaroid photo of the woman in this image with the characteristic white border and slightly washed-out faded colors, standing at a house party with red cups and streamers visible, slight light leak in the corner, casual and spontaneous",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqmdv9b0z0q2jtx1s1yvj.png
76,nb2,21.602190017700195,"a high-contrast black and white photo of the woman in this image standing in a doorway, dramatic shadows and bright highlights, deep blacks and pure whites with minimal midtones, a staircase with an iron railing visible inside",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqnaa77aqweqtb0aw16dd.png
77,nb2,22.389545440673828,"a photo of the woman in this image shot on a medium format Hasselblad with that distinctive medium format look, extremely fine detail and smooth tonal gradations, shallow focus, standing in a field of lavender stretching to the horizon",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqt9vvnck2md4fyqhntdj.png
78,nb2,22.264724731445312,"a deliberately slightly overexposed photo of the woman in this image with blown-out highlights around the hair and shoulders, standing in a bright airy loft space with white walls and large skylights, giving a dreamy ethereal look",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbqwfjq1mfrdk1a6xdn1zk.png
79,nb2,22.743099212646484,"a panning shot of the woman in this image jogging through a park, their face and body relatively sharp while the trees and path behind them are horizontally motion-blurred, suggesting speed and movement, athletic clothing",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbr9hw537m4ef0jc4r2d0h.png
80,nb2,20.406982421875,"an extreme macro close-up of half of the woman in this image face, just one eye and part of the nose and cheek filling the frame, every skin texture and eyelash visible in sharp detail, the iris reflecting a small window, studio lighting",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrjx21re7tcsk44her3w2.png
81,nb2,22.25849723815918,"a cinematic widescreen still of the woman in this image sitting alone in a near-empty diner at night, a neon OPEN sign in the window, a counter with red vinyl stools, a waitress pouring coffee in the background, moody blue and orange color grading",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrgf819fkebxg3y4g3kqq.png
82,nb2,23.995845794677734,"a high-fashion editorial photo of the woman in this image in a stark white room, dramatic pose with one hand in hair, wearing an avant-garde geometric black outfit, harsh directional lighting creating angular shadows on the wall",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrgrj59tdk711bbd0jbmp.png
83,nb2,24.259281158447266,"a corporate LinkedIn-style headshot of the woman in this image in business casual, warm approachable smile, shot from shoulders up against a softly blurred modern office background with glass partitions and green plants",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrys5phkdef9y9975etk0.png
84,nb2,20.891239166259766,"a street photography candid of the woman in this image caught mid-stride crossing a wet street, slightly off-center composition, a bus and taxi in the background, reflections on the road, shot with a 35mm lens from across the street",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbrgst8b8mahakghn92gyy.png
85,nb2,23.013168334960938,"a richly detailed portrait of the woman in this image in the style of a Renaissance painting, dramatic chiaroscuro lighting, a dark velvet curtain behind them, warm golden tones, as if painted by Rembrandt with photographic clarity",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbs3rhv9hhb0qr5bf93wz1.png
86,nb2,22.810121536254883,"a moody atmospheric portrait of the woman in this image standing in a field with thick low-hanging fog obscuring everything below the waist, bare trees with twisted branches barely visible in the mist, muted desaturated tones",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsa1gp732e4r5by8afzcp.png
87,nb2,21.987741470336914,"a high-contrast dramatic portrait of the woman in this image with deep blacks and punchy highlights, cross-processed look with slightly shifted colors, standing in front of a corrugated steel warehouse door, urban and edgy",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbs68n4k85jyfdx979qv4c.png
88,nb2,23.271190643310547,"a soft dreamy portrait of the woman in this image shot through a vintage lens with natural lens flare streaking across the frame, wildflowers in the foreground slightly out of focus, warm golden backlight, ethereal and romantic",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsdjkrqcmkwcpg3q4ygna.png
89,nb2,23.598886489868164,"a raw gritty documentary-style photo of the woman in this image in a busy commercial kitchen, stainless steel surfaces and hanging pots behind them, steam rising from a large pot, harsh overhead work lights, sweat on their forehead",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsmzhkwtemnhzhfent3wz.png
90,nb2,23.685598373413086,"a retro 1970s style photo of the woman in this image with warm faded colors and soft focus, wearing a wide-collar shirt, sitting on the hood of a vintage car in a suburban driveway, a split-level house and basketball hoop in the background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbsqw920ezbk6bjxjj0684.png
91,nb2,22.401260375976562,"a photo of the woman in this image covering the lower half of their face with one hand, only eyes and forehead visible, standing in a crowded elevator with four other people in business attire, mirrored walls reflecting everyone",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbt5ed738bqhy2md3bwgtk.png
92,nb2,21.17807960510254,"a photo of the woman in this image looking at their own reflection in a large ornate bathroom mirror, both the real person from behind and the reflected face visible, marble countertop with toiletries, warm vanity lighting",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbt0er6ystrzj4ynvydmtx.png
93,nb2,22.979122161865234,"a photo of the woman in this image standing behind a rain-streaked glass window looking out, face partially distorted by the water droplets and reflections, a blurry street scene with cars and umbrellas visible through the glass",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtet0mk2q65f2fywb14s2.png
94,nb2,21.656991958618164,"a photo of the woman in this image in an extremely dark room lit only by the glow of a phone screen illuminating the lower half of their face, the rest lost in deep shadow, sitting on the edge of a bed, nighttime",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtanpyjhk0sth2kn1190t.png
95,nb2,22.41234588623047,"a photo of the woman in this image with elaborate theatrical stage makeup including white face paint and exaggerated dark eye makeup, standing backstage among costume racks and mirrors with light bulbs around them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbteracbpnze92abq9a70f.png
96,nb2,21.68686866760254,"an underwater photo of the woman in this image swimming in a turquoise pool, hair floating and bubbles rising, sunlight refracting through the water creating caustic light patterns on their skin, shot from below looking up",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtpeghn3dk8tt44qjj8kk.png
97,nb2,22.754907608032227,"a photo of the woman in this image made to look 30 years older with gray hair and deeper wrinkles, sitting on a porch in a rocking chair, a glass of lemonade on a small table, a quiet suburban street with oak trees",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbtwkd35rmza1kjv7q1bs1.png
98,nb2,23.048234939575195,"a photo of the woman in this image as a young child around age 6, sitting on a swing in a playground, scuffed knees and a gap-toothed smile, other children playing on a jungle gym in the background, bright summer day",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbv0wreyk8rv340jvqc3cg.png
99,nb2,24.260351181030273,"a group photo of the woman in this image standing in the center of a group of eight friends at a rooftop party, everyone holding drinks and smiling, city lights behind them, string lights overhead, the woman in this image is the tallest person in the group",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbv2ggq62hy9xyj5a42rs8.png
100,nb2,23.145248413085938,"a photo of the woman in this image pressed against a bus window from outside, face slightly flattened and distorted by the glass, condensation around the edges, other passengers barely visible inside, a rainy gray street reflected in the window",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtbvmzqm19sbqmpawgx2mxe.png
13,nb2,24.413345336914062,"a photo of the woman in this image staring intensely into the camera with a serious focused expression, jaw set, sitting at a large conference table in a modern glass-walled meeting room, papers and a laptop scattered on the table",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc53qpdgp3g2c69g9m2rcf.png
32,nb2,20.57311248779297,"a photo of the woman in this image turning around from a doorway to face the camera, one hand on the door handle, body facing away but face turned fully toward the lens, a long bright hallway with polished floors stretching behind them",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc56mvbztae7bypcx75ccd.png
41,nb2,23.940128326416016,"a photo of the woman in this image sitting at a desk in a generic office under flat harsh fluorescent ceiling lights, a computer monitor glowing on the desk, stacks of paper and a stapler nearby, no shadows, slightly washed out unflattering light",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc58z5kxp4kfca5d710ndd.png
48,nb2,21.346363067626953,"a photo of the woman in this image standing on a forest trail surrounded by tall moss-covered pine trees, ferns growing along the path edges, a fallen log across the trail in the background, soft misty light filtering through the canopy",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc5cm3r8gretfzt66xznky.png
65,nb2,22.135149002075195,"a photo of the woman in this image wearing an oversized hoodie with the hood pulled up, sitting on concrete steps outside a skate park, a skateboard beside them, graffiti on the ramps in the background, late afternoon shadows",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc5cthebdmfrxtae6ekzw2.png
70,nb2,23.80841827392578,"a photo of the woman in this image wearing round wire-frame reading glasses, sitting at a cluttered desk examining a document, stacks of papers and file folders surrounding them, a desk lamp casting a warm cone of light",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtc5pnqypecq9sq6kwwfrwn.png
